pop,W,t0,t1,n_units,base_cv,base_vr,cv_th,vr_th,cv,vr,drift,pv,stat_adapt,alpha_s,alpha_t,opt_bin_ms,branching,r2,gamma_fit,gamma_pred,gamma_dev,n_av
CA1,200.0,3960.0,4160.0,40,0.32476287047178476,47.30171478090371,0.3897154445661417,70.95257217135557,0.37201452273819796,9.970842012080817,0.0036466666666666674,0.7620793249744595,True,1.2942305133527896,1.4385586281899125,32.0,1.2316349198628918,0.9418198849213789,1.3357178940849144,1.4905273528312477,0.10386220585101891,308
DG-mo,120.0,4280.0,4400.0,34,0.18216667033330614,15.03802897319116,0.3,22.55704345978674,0.30546992333595235,4.364836559822282,0.010474634298163709,0.4681095366578728,False,1.28846299913554,1.4863761156683104,32.0,1.2085081626715344,0.8997390084832836,1.3176695133849885,1.6860953298200194,0.21850829542025846,420
DG-mo,120.0,4340.0,4460.0,34,0.18216667033330614,15.03802897319116,0.3,22.55704345978674,0.10693971512490873,7.848823948681393,-0.0003392468098350472,0.9492462422438619,True,1.2759288200536114,1.4567246770789755,32.0,1.2116997700407877,0.9085302290606665,1.3039289720355507,1.6552264348111096,0.21223529022217927,392
DG-mo,120.0,4400.0,4520.0,34,0.18216667033330614,15.03802897319116,0.3,22.55704345978674,0.13015059499582088,7.773075552387738,-0.009276377217553686,0.10196896639965904,True,1.2742823612026002,1.4469321338453967,32.0,1.223888645784046,0.917288589707775,1.2973026515757624,1.6294599911048153,0.20384504151209124,367
DG-mo,200.0,4280.0,4480.0,34,0.18216667033330614,15.03802897319116,0.3,22.55704345978674,0.17159968135426928,7.141190418536492,0.002788795518207285,0.5773456347683423,True,1.28221205370023,1.469790806536019,32.0,1.2093852395065308,0.9095371889838064,1.3098824287457314,1.6646730725224024,0.21312932228733245,656
CA3,120.0,4620.0,4740.0,10,0.16496004320265517,24.233179511766565,0.3,36.34976926764985,0.173301918831825,8.759548697116815,0.013349206349206347,0.427617963153055,True,1.3394485013861723,1.5132910533347963,32.0,1.2042614595670915,0.8842348950932063,1.3036745215153986,1.5121323300551344,0.1378568557767263,468
CA3,120.0,4680.0,4800.0,10,0.16496004320265517,24.233179511766565,0.3,36.34976926764985,0.1872379077259494,9.253244823144756,0.037936507936507935,0.03638290251866279,True,1.3236389769553718,1.4901143450237018,32.0,1.2349323794722427,0.9033482844154783,1.256289294861394,1.5143860286373545,0.17042994909837894,425
CA3,200.0,4620.0,4820.0,10,0.16496004320265517,24.233179511766565,0.3,36.34976926764985,0.1838896793025615,11.445185816756759,0.022436190476190474,0.022389660693480924,True,1.32571111097237,1.4893576626918008,32.0,1.2341763302771263,0.8991684771177544,1.284433312264076,1.502428520878162,0.14509522788256762,700
DG-sg,120.0,4620.0,4740.0,10,0.12037401902065271,18.778769596345995,0.3,28.168154394518993,0.25439298237923474,9.754419970631428,0.01598412698412698,0.5876029164681198,True,1.2741500095593954,1.3705910032681357,32.0,1.2724928846104246,0.9482245209490338,1.2643597056663316,1.3517818360237774,0.06467177471077375,197
DG-sg,120.0,4680.0,4800.0,10,0.12037401902065271,18.778769596345995,0.3,28.168154394518993,0.21642069219621604,8.99602055800294,0.025132275132275138,0.31838695282058715,True,1.293528773227086,1.3937699422336118,32.0,1.2555761855740266,0.9536604983483599,1.2644591818538247,1.341503723483269,0.05743147803525659,228
DG-sg,200.0,4620.0,4820.0,10,0.12037401902065271,18.778769596345995,0.3,28.168154394518993,0.18571495231637794,7.2657480813555875,0.01344190476190476,0.2988096520484061,True,1.2724535806110566,1.367359717496878,32.0,1.2704791552639005,0.9506166954584782,1.2559002518995361,1.3483387396596755,0.0685573180100656,318
root,120.0,4930.0,5050.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.20880865540187454,17.110450666691857,-0.004968734968734975,0.8267723567133586,True,1.150684696268698,1.2050411923974316,32.0,1.2468965634176326,0.9838812604424866,1.1307446333194997,1.3607300374538767,0.16901618822548595,24
root,120.0,4990.0,5110.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.25717407763164013,8.377383485945943,-0.03457912457912458,0.14180803161119276,True,1.1737100439365669,1.2409950282853277,32.0,1.2472786920961456,0.9702014340024515,1.1259418230402984,1.3873407825130197,0.18841726760113328,43
root,120.0,5050.0,5170.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.1878144842441599,7.355382759660534,0.007527657527657538,0.6713096002031709,True,1.1796583750262273,1.2502338749142634,32.0,1.2620428484208217,0.9662495590488214,1.1051258042402021,1.3928316722097327,0.2065618363725777,49
root,120.0,5110.0,5230.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.10084391256292514,2.335997070606987,0.000868205868205868,0.9280421365089928,True,1.178733261728297,1.2487079335980358,32.0,1.2766858879317597,0.9708529855487468,1.1428355215700514,1.391503356415614,0.17870444487184592,53
root,200.0,4930.0,5130.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.19056656436660926,9.01960506534058,-0.014812987012987012,0.16356214812041822,True,1.1715039708534292,1.236459879659842,32.0,1.2544392558816777,0.9779198677116991,1.1278254546058022,1.3787428855622565,0.18199000958335265,63
root,200.0,5030.0,5230.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.12228572998188042,10.606304409427912,0.0019238095238095214,0.7789412923879404,True,1.1809652948895841,1.2517321736159128,32.0,1.2673059213753142,0.9723233816750179,1.124092313692852,1.3910522112513732,0.19191220530706568,85
root,300.0,4930.0,5230.0,22,0.16835821578546575,13.293375896290271,0.3,19.940063844435407,0.16835821578546575,9.531647713525283,-0.0063746556473829215,0.2556644137496687,True,1.1745404702599225,1.2421632332453603,32.0,1.2604477074006257,0.9757434811594163,1.1334186942599436,1.3874331430683968,0.1830822984714666,105
LP,120.0,4930.0,5050.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.24042913403752889,6.472084593441004,0.01788007054673721,0.5066591062882515,True,1.228158422007846,1.3196655889537547,32.0,1.3054788358308902,0.9544836499697781,1.2780984485018991,1.401068547637316,0.08776879571152084,122
LP,120.0,4990.0,5110.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.21684347588777758,8.904272898961281,-0.038261022927689604,0.06506976726446662,True,1.23227257308801,1.3300506063109072,32.0,1.314299640302014,0.9396132231146083,1.1922727798736354,1.4209624576976996,0.16093998584212868,144
